images,pilltype_id,label_code_id,prod_code_id,is_ref,is_front,is_new,image_path,label
1012.jpg,60505-2671-09_AB1DD5AE,60505,2671,False,True,False,fcn_mix_weight/dc_224/1012.jpg,60505-2671-09_AB1DD5AE
1016.jpg,00093-0892-01_A32B519A,93,892,False,False,False,fcn_mix_weight/dc_224/1016.jpg,00093-0892-01_A32B519A
1020.jpg,41616-0636-83_1A240D60,41616,636,False,False,False,fcn_mix_weight/dc_224/1020.jpg,41616-0636-83_1A240D60
1025.jpg,00603-6147-21_212190CC,603,6147,False,False,False,fcn_mix_weight/dc_224/1025.jpg,00603-6147-21_212190CC
1031.jpg,00555-0633-02_72303931,555,633,False,True,False,fcn_mix_weight/dc_224/1031.jpg,00555-0633-02_72303931
1043.jpg,00093-3195-01_BF295F9A,93,3195,False,True,False,fcn_mix_weight/dc_224/1043.jpg,00093-3195-01_BF295F9A
1047.jpg,00378-1811-01_5123A8BD,378,1811,False,True,False,fcn_mix_weight/dc_224/1047.jpg,00378-1811-01_5123A8BD
1048.jpg,00093-3160-06_FB297DFB,93,3160,False,True,False,fcn_mix_weight/dc_224/1048.jpg,00093-3160-06_FB297DFB
1050.jpg,00378-0505-01_652332F9,378,505,False,False,False,fcn_mix_weight/dc_224/1050.jpg,00378-0505-01_652332F9
1054.jpg,67253-0902-10_AC15561A,67253,902,False,True,False,fcn_mix_weight/dc_224/1054.jpg,67253-0902-10_AC15561A
1060.jpg,00093-7292-53_781B3C09,93,7292,False,True,False,fcn_mix_weight/dc_224/1060.jpg,00093-7292-53_781B3C09
1062.jpg,00074-6594-90_AB1D55FA,74,6594,False,False,False,fcn_mix_weight/dc_224/1062.jpg,00074-6594-90_AB1D55FA
1068.jpg,60505-1308-01_4F21A7DD,60505,1308,False,True,False,fcn_mix_weight/dc_224/1068.jpg,60505-1308-01_4F21A7DD
1075.jpg,00093-0054-01_7226B965,93,54,False,True,False,fcn_mix_weight/dc_224/1075.jpg,00093-0054-01_7226B965
1083.jpg,00093-0220-56_37299BCC,93,220,False,True,False,fcn_mix_weight/dc_224/1083.jpg,00093-0220-56_37299BCC
1096.jpg,00093-7181-01_2D2B96CC,93,7181,False,False,False,fcn_mix_weight/dc_224/1096.jpg,00093-7181-01_2D2B96CC
110.jpg,00093-1060-01_DC29EE4F,93,1060,False,True,False,fcn_mix_weight/dc_224/110.jpg,00093-1060-01_DC29EE4F
1105.jpg,00228-2803-11_34269A44,228,2803,False,False,False,fcn_mix_weight/dc_224/1105.jpg,00228-2803-11_34269A44
1117.jpg,99207-0461-30_EF1C7793,99207,461,False,True,False,fcn_mix_weight/dc_224/1117.jpg,99207-0461-30_EF1C7793
1126.jpg,00093-3171-01_10268814,93,3171,False,True,False,fcn_mix_weight/dc_224/1126.jpg,00093-3171-01_10268814
1139.jpg,00093-1024-06_8E29C77E,93,1024,False,False,False,fcn_mix_weight/dc_224/1139.jpg,00093-1024-06_8E29C77E
1143.jpg,62559-1507-00_8415C24E,62559,1507,False,True,False,fcn_mix_weight/dc_224/1143.jpg,62559-1507-00_8415C24E
1155.jpg,65162-0212-11_AD1C56C2,65162,212,False,False,False,fcn_mix_weight/dc_224/1155.jpg,65162-0212-11_AD1C56C2
1161.jpg,00378-0232-01_86204302,378,232,False,False,False,fcn_mix_weight/dc_224/1161.jpg,00378-0232-01_86204302
1165.jpg,00093-7670-01_8327C19E,93,7670,False,True,False,fcn_mix_weight/dc_224/1165.jpg,00093-7670-01_8327C19E
1168.jpg,00093-7338-01_642D3229,93,7338,False,True,False,fcn_mix_weight/dc_224/1168.jpg,00093-7338-01_642D3229
1175.jpg,53489-0384-01_4D202681,53489,384,False,True,False,fcn_mix_weight/dc_224/1175.jpg,53489-0384-01_4D202681
1176.jpg,00054-4182-25_77233BF9,54,4182,False,False,False,fcn_mix_weight/dc_224/1176.jpg,00054-4182-25_77233BF9
1181.jpg,00093-7206-56_9F2FCFDE,93,7206,False,False,False,fcn_mix_weight/dc_224/1181.jpg,00093-7206-56_9F2FCFDE
119.jpg,60505-1308-01_4F21A7DD,60505,1308,False,False,False,fcn_mix_weight/dc_224/119.jpg,60505-1308-01_4F21A7DD
1194.jpg,00093-3125-01_DD26EEA7,93,3125,False,True,False,fcn_mix_weight/dc_224/1194.jpg,00093-3125-01_DD26EEA7
1207.jpg,59762-2858-01_00200070,59762,2858,False,True,False,fcn_mix_weight/dc_224/1207.jpg,59762-2858-01_00200070
121.jpg,00093-0199-01_CD266683,93,199,False,True,False,fcn_mix_weight/dc_224/121.jpg,00093-0199-01_CD266683
1210.jpg,00555-0589-01_172F8B9C,555,589,False,False,False,fcn_mix_weight/dc_224/1210.jpg,00555-0589-01_172F8B9C
1214.jpg,00378-1811-01_5123A8BD,378,1811,False,True,False,fcn_mix_weight/dc_224/1214.jpg,00378-1811-01_5123A8BD
1251.jpg,41616-0636-83_1A240D60,41616,636,False,True,False,fcn_mix_weight/dc_224/1251.jpg,41616-0636-83_1A240D60
1259.jpg,00093-1078-53_8529C2FE,93,1078,False,True,False,fcn_mix_weight/dc_224/1259.jpg,00093-1078-53_8529C2FE
1262.jpg,00093-0753-01_A526D2E6,93,753,False,True,False,fcn_mix_weight/dc_224/1262.jpg,00093-0753-01_A526D2E6
127.jpg,00093-7334-01_A929548A,93,7334,False,False,False,fcn_mix_weight/dc_224/127.jpg,00093-7334-01_A929548A
1277.jpg,00093-9133-06_A4205202,93,9133,False,True,False,fcn_mix_weight/dc_224/1277.jpg,00093-9133-06_A4205202
1286.jpg,00093-7670-01_8327C19E,93,7670,False,True,False,fcn_mix_weight/dc_224/1286.jpg,00093-7670-01_8327C19E
1295.jpg,00093-3125-01_DD26EEA7,93,3125,False,True,False,fcn_mix_weight/dc_224/1295.jpg,00093-3125-01_DD26EEA7
1311.jpg,00131-2478-35_B41DDA5E,131,2478,False,False,False,fcn_mix_weight/dc_224/1311.jpg,00131-2478-35_B41DDA5E
1317.jpg,68968-3500-01_581E2C71,68968,3500,False,False,False,fcn_mix_weight/dc_224/1317.jpg,68968-3500-01_581E2C71
1321.jpg,00173-0755-00_BC15DE0E,173,755,False,True,False,fcn_mix_weight/dc_224/1321.jpg,00173-0755-00_BC15DE0E
1337.jpg,68968-3500-01_581E2C71,68968,3500,False,True,False,fcn_mix_weight/dc_224/1337.jpg,68968-3500-01_581E2C71
1344.jpg,00093-0757-01_AC2B561A,93,757,False,True,False,fcn_mix_weight/dc_224/1344.jpg,00093-0757-01_AC2B561A
1345.jpg,00074-7070-90_991D4CFA,74,7070,False,False,False,fcn_mix_weight/dc_224/1345.jpg,00074-7070-90_991D4CFA
1346.jpg,00781-5186-01_7A23BD5D,781,5186,False,True,False,fcn_mix_weight/dc_224/1346.jpg,00781-5186-01_7A23BD5D
1348.jpg,00093-0757-01_AC2B561A,93,757,False,False,False,fcn_mix_weight/dc_224/1348.jpg,00093-0757-01_AC2B561A
1349.jpg,00093-2272-34_DD2D6EBB,93,2272,False,True,False,fcn_mix_weight/dc_224/1349.jpg,00093-2272-34_DD2D6EBB
1350.jpg,65862-0012-30_052182EC,65862,12,False,False,False,fcn_mix_weight/dc_224/1350.jpg,65862-0012-30_052182EC
137.jpg,00555-0633-02_72303931,555,633,False,True,False,fcn_mix_weight/dc_224/137.jpg,00555-0633-02_72303931
1370.jpg,41616-0636-83_1A240D60,41616,636,False,True,False,fcn_mix_weight/dc_224/1370.jpg,41616-0636-83_1A240D60
1382.jpg,00555-0779-02_42302161,555,779,False,True,False,fcn_mix_weight/dc_224/1382.jpg,00555-0779-02_42302161
1389.jpg,00093-7670-01_8327C19E,93,7670,False,False,False,fcn_mix_weight/dc_224/1389.jpg,00093-7670-01_8327C19E
1393.jpg,00093-0733-01_672B3399,93,733,False,False,False,fcn_mix_weight/dc_224/1393.jpg,00093-0733-01_672B3399
1395.jpg,00093-7367-56_C02FE05F,93,7367,False,True,False,fcn_mix_weight/dc_224/1395.jpg,00093-7367-56_C02FE05F
1398.jpg,00172-3762-60_8B21C5AE,172,3762,False,False,False,fcn_mix_weight/dc_224/1398.jpg,00172-3762-60_8B21C5AE
1409.jpg,00093-7292-53_781B3C09,93,7292,False,True,False,fcn_mix_weight/dc_224/1409.jpg,00093-7292-53_781B3C09
1428.jpg,00085-1322-01_CF07E78F,85,1322,False,True,False,fcn_mix_weight/dc_224/1428.jpg,00085-1322-01_CF07E78F
1430.jpg,00093-7380-01_A0265062,93,7380,False,False,False,fcn_mix_weight/dc_224/1430.jpg,00093-7380-01_A0265062
1432.jpg,00172-4286-60_142D8A7C,172,4286,False,True,False,fcn_mix_weight/dc_224/1432.jpg,00172-4286-60_142D8A7C
1433.jpg,00093-2204-01_8426C266,93,2204,False,True,False,fcn_mix_weight/dc_224/1433.jpg,00093-2204-01_8426C266
1448.jpg,65580-0302-03_04128254,65580,302,False,False,False,fcn_mix_weight/dc_224/1448.jpg,65580-0302-03_04128254
1449.jpg,51285-0079-97_EE2F775B,51285,79,False,True,False,fcn_mix_weight/dc_224/1449.jpg,51285-0079-97_EE2F775B
1451.jpg,00093-1060-01_DC29EE4F,93,1060,False,False,False,fcn_mix_weight/dc_224/1451.jpg,00093-1060-01_DC29EE4F
1459.jpg,00143-9920-01_A4265272,143,9920,False,True,False,fcn_mix_weight/dc_224/1459.jpg,00143-9920-01_A4265272
1467.jpg,00093-7285-89_B62FDB4E,93,7285,False,False,False,fcn_mix_weight/dc_224/1467.jpg,00093-7285-89_B62FDB4E
1471.jpg,00093-0813-01_2D2316A8,93,813,False,False,False,fcn_mix_weight/dc_224/1471.jpg,00093-0813-01_2D2316A8
1481.jpg,00172-5311-60_04280270,172,5311,False,False,False,fcn_mix_weight/dc_224/1481.jpg,00172-5311-60_04280270
1484.jpg,00093-3171-01_E626F327,93,3171,False,True,False,fcn_mix_weight/dc_224/1484.jpg,00093-3171-01_E626F327
1490.jpg,00093-1172-01_CC2DE65F,93,1172,False,True,False,fcn_mix_weight/dc_224/1490.jpg,00093-1172-01_CC2DE65F
